accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
-0.0123291015625,0.0284423828125,0.916015625,2.2430419921875,-1.36566162109375,0.9307861328125
-0.012451171875,0.02880859375,0.91650390625,2.25067138671875,-1.373291015625,0.9307861328125
-0.0126953125,0.02880859375,0.9154052734375,2.25067138671875,-1.38092041015625,0.93841552734375
-0.0126953125,0.0286865234375,0.91552734375,2.23541259765625,-1.38092041015625,0.946044921875
-0.012939453125,0.0289306640625,0.917236328125,2.20489501953125,-1.3885498046875,0.9307861328125
-0.013427734375,0.02880859375,0.9178466796875,2.18963623046875,-1.38092041015625,0.9307861328125
-0.0126953125,0.0286865234375,0.9169921875,2.197265625,-1.36566162109375,0.92315673828125
-0.0130615234375,0.028564453125,0.9163818359375,2.20489501953125,-1.33514404296875,0.91552734375
-0.013427734375,0.0281982421875,0.915771484375,2.2125244140625,-1.33514404296875,0.91552734375
-0.0130615234375,0.028076171875,0.9161376953125,2.227783203125,-1.35040283203125,0.9002685546875
-0.012939453125,0.028076171875,0.9161376953125,2.22015380859375,-1.3427734375,0.89263916015625
-0.01318359375,0.0284423828125,0.9168701171875,2.2125244140625,-1.33514404296875,0.86212158203125
-0.013671875,0.0283203125,0.9178466796875,2.20489501953125,-1.3275146484375,0.89263916015625
-0.0137939453125,0.0289306640625,0.91796875,2.197265625,-1.3427734375,0.9307861328125
-0.0135498046875,0.0291748046875,0.9171142578125,2.197265625,-1.3427734375,0.9765625
-0.0140380859375,0.02880859375,0.9183349609375,2.1820068359375,-1.3427734375,1.007080078125
-0.0135498046875,0.028564453125,0.91845703125,2.17437744140625,-1.3427734375,1.03759765625
-0.012939453125,0.0279541015625,0.919189453125,2.1514892578125,-1.3427734375,1.129150390625
-0.01318359375,0.0279541015625,0.918701171875,2.166748046875,-1.35040283203125,1.2359619140625
-0.013427734375,0.02783203125,0.917724609375,2.18963623046875,-1.35040283203125,1.251220703125
-0.0140380859375,0.027099609375,0.9173583984375,2.20489501953125,-1.3580322265625,1.190185546875
-0.013671875,0.027099609375,0.916748046875,2.18963623046875,-1.373291015625,1.1138916015625
-0.0142822265625,0.0274658203125,0.9171142578125,2.1820068359375,-1.38092041015625,1.06048583984375
