accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.0185546875,0.0474853515625,1.075439453125,-2.6397705078125,-50.43792724609375,-4.12750244140625
0.018798828125,0.0478515625,1.07421875,-2.593994140625,-50.4608154296875,-4.119873046875
0.01953125,0.0465087890625,1.0755615234375,-2.58636474609375,-50.445556640625,-4.12750244140625
0.0208740234375,0.04541015625,1.07470703125,-2.5634765625,-50.4608154296875,-4.119873046875
0.021240234375,0.0445556640625,1.0748291015625,-2.54058837890625,-50.48370361328125,-4.1351318359375
0.0218505859375,0.043212890625,1.0750732421875,-2.532958984375,-50.48370361328125,-4.1351318359375
0.0224609375,0.0430908203125,1.0760498046875,-2.55584716796875,-50.46844482421875,-4.1351318359375
0.02294921875,0.04248046875,1.0750732421875,-2.5482177734375,-50.506591796875,-4.1351318359375
0.0228271484375,0.04296875,1.0751953125,-2.5177001953125,-50.4913330078125,-4.1351318359375
0.0220947265625,0.04345703125,1.07470703125,-2.4871826171875,-50.49896240234375,-4.1351318359375
0.0213623046875,0.04443359375,1.0758056640625,-2.49481201171875,-50.506591796875,-4.14276123046875
0.0203857421875,0.044921875,1.07568359375,-2.47955322265625,-50.537109375,-4.1351318359375
0.0196533203125,0.0450439453125,1.0748291015625,-2.47955322265625,-50.5828857421875,-4.1351318359375
0.0196533203125,0.0457763671875,1.0753173828125,-2.4871826171875,-50.59051513671875,-4.14276123046875
0.019287109375,0.0465087890625,1.0760498046875,-2.4871826171875,-50.5828857421875,-4.15802001953125
0.0194091796875,0.04736328125,1.0755615234375,-2.471923828125,-50.567626953125,-4.15802001953125
0.0194091796875,0.0469970703125,1.0751953125,-2.50244140625,-50.567626953125,-4.1656494140625
0.0198974609375,0.046142578125,1.0753173828125,-2.51007080078125,-50.55999755859375,-4.15802001953125
0.0203857421875,0.0455322265625,1.07421875,-2.51007080078125,-50.537109375,-4.15802001953125
0.0206298828125,0.0450439453125,1.07421875,-2.51007080078125,-50.55999755859375,-4.1656494140625
0.020751953125,0.0443115234375,1.07421875,-2.50244140625,-50.55999755859375,-4.14276123046875
0.021484375,0.0439453125,1.0743408203125,-2.49481201171875,-50.57525634765625,-4.1351318359375
0.02197265625,0.0433349609375,1.07421875,-2.46429443359375,-50.5828857421875,-4.12750244140625
0.0223388671875,0.0433349609375,1.0740966796875,-2.46429443359375,-50.59814453125,-4.12750244140625
0.0225830078125,0.0440673828125,1.07421875,-2.46429443359375,-50.59814453125,-4.119873046875
0.021728515625,0.0439453125,1.0760498046875,-2.46429443359375,-50.5828857421875,-4.12750244140625
0.0191650390625,0.0416259765625,1.0821533203125,-2.37274169921875,-50.68206787109375,-4.15802001953125
0.0230712890625,0.0438232421875,1.0723876953125,-1.9073486328125,-51.20849609375,-4.1351318359375
0.02490234375,0.044677734375,1.07666015625,-1.70135498046875,-51.32293701171875,-4.1656494140625
0.0225830078125,0.043701171875,1.0693359375,-1.7547607421875,-51.0101318359375,-4.17327880859375
0.020751953125,0.0450439453125,1.077880859375,-1.88446044921875,-51.04827880859375,-4.15802001953125
0.02197265625,0.05029296875,1.070068359375,-2.0294189453125,-50.97198486328125,-4.14276123046875
0.0201416015625,0.0489501953125,1.07421875,-2.32696533203125,-50.69732666015625,-4.1656494140625
0.0181884765625,0.0504150390625,1.072265625,-2.35748291015625,-50.506591796875,-4.1351318359375
0.0179443359375,0.052001953125,1.0748291015625,-2.471923828125,-50.51422119140625,-4.1351318359375
0.0179443359375,0.0504150390625,1.0758056640625,-2.57110595703125,-50.5218505859375,-4.180908203125
0.01904296875,0.045654296875,1.0762939453125,-2.63214111328125,-50.47607421875,-4.1961669921875
0.02197265625,0.0440673828125,1.0758056640625,-2.55584716796875,-50.43792724609375,-4.150390625
0.0223388671875,0.0423583984375,1.076904296875,-2.5634765625,-50.47607421875,-4.15802001953125
0.022705078125,0.042724609375,1.0782470703125,-2.471923828125,-50.57525634765625,-4.15802001953125
0.0213623046875,0.0438232421875,1.0767822265625,-2.29644775390625,-50.68206787109375,-4.150390625
0.020751953125,0.046142578125,1.0755615234375,-2.166748046875,-50.84991455078125,-4.1351318359375
0.02001953125,0.0469970703125,1.0740966796875,-2.14385986328125,-50.89569091796875,-4.14276123046875
0.0208740234375,0.0472412109375,1.07470703125,-2.20489501953125,-50.83465576171875,-4.150390625
0.0213623046875,0.0465087890625,1.0740966796875,-2.3040771484375,-50.74310302734375,-4.1656494140625
0.0230712890625,0.0455322265625,1.0743408203125,-2.3956298828125,-50.7049560546875,-4.150390625
0.0230712890625,0.04443359375,1.0745849609375,-2.471923828125,-50.62103271484375,-4.14276123046875
0.022705078125,0.04443359375,1.07470703125,-2.532958984375,-50.54473876953125,-4.1351318359375
0.0218505859375,0.045166015625,1.075927734375,-2.5634765625,-50.51422119140625,-4.1351318359375
0.02099609375,0.04638671875,1.0767822265625,-2.57110595703125,-50.49896240234375,-4.12750244140625
0.0203857421875,0.0465087890625,1.075927734375,-2.54058837890625,-50.49896240234375,-4.1351318359375
0.0206298828125,0.046875,1.0760498046875,-2.50244140625,-50.54473876953125,-4.12750244140625
0.021240234375,0.0467529296875,1.075927734375,-2.471923828125,-50.60577392578125,-4.1351318359375
0.0216064453125,0.046875,1.075927734375,-2.44903564453125,-50.62103271484375,-4.14276123046875
0.020751953125,0.04736328125,1.07568359375,-2.44140625,-50.62103271484375,-4.1351318359375
0.0203857421875,0.0478515625,1.0758056640625,-2.44903564453125,-50.59051513671875,-4.1351318359375
0.019775390625,0.04833984375,1.074951171875,-2.50244140625,-50.55999755859375,-4.14276123046875
0.0201416015625,0.0484619140625,1.074951171875,-2.54058837890625,-50.51422119140625,-4.14276123046875
0.020263671875,0.0478515625,1.07470703125,-2.57110595703125,-50.4913330078125,-4.14276123046875
0.021728515625,0.046630859375,1.07470703125,-2.593994140625,-50.47607421875,-4.1351318359375
0.021728515625,0.0458984375,1.07470703125,-2.62451171875,-50.445556640625,-4.14276123046875
0.0225830078125,0.045654296875,1.0748291015625,-2.6397705078125,-50.4302978515625,-4.1351318359375
0.022705078125,0.045166015625,1.0751953125,-2.64739990234375,-50.42266845703125,-4.14276123046875
0.02294921875,0.0445556640625,1.074951171875,-2.655029296875,-50.45318603515625,-4.1351318359375
